species,study_block,diet_name,Dieta,Tratamiento,Replica,byproduct_type,inclusion_pct,water_condition,processing,Proteína (%)_media,Proteína (%)_sd,Grasa (%)_media,Grasa (%)_sd,Fibra (%)_media,Fibra (%)_sd,Cenizas (%)_media,Cenizas (%)_sd,Carbohidratos (%)_media,Carbohidratos (%)_sd,ratio_P_C,ratio_P_F,ratio_Fibra_Grasa,TPC_dieta_media,TPC_dieta_sd,TPC_larva_media,TPC_larva_sd,FCR,Ganancia de peso (mg) por larva,Ganancia de peso (mg) media diaria por larva,Reducción (%) del sustrato (reducción de la masa de dieta suministrada),Reducción diaria (%) del sustrato (reducción diaria de la masa de dieta suministrada),Peso total de las larvas (g) al finalizar el periodo de alimentación,Peso total del sustrato (g) al finalizar el periodo de alimentación,PROTEINA (%),GRASA (%),QUITINA (%),CENIZAS (%),CARBOHIDRATOS (%),TPC_dieta_media__dup1,TPC_dieta_sd__dup1,TPC_larva_media__dup1,TPC_larva_sd__dup1
Hermetia,main,Orujo70,Orujo70,6,3,orujo,70,none,none,14.352349432602495,0.21281400203907744,9.500661670357212,0.1069723939447647,14.993036730015456,0.277608593129019,13.500152810049789,0.31360788887568486,47.65379935697505,0.37597450424623563,0.30117954132238045,1.5106684071681993,1.578104478427526,1.44256685277738,0.023860790734826314,0.393267640769779,0.01544897949924926,1.870341882137586,109.6,9.133333333333333,42.495247925917845,3.541270660493154,1125.5,2618.2726069715277,26.861413843700518,16.232863450830095,15.243098138626152,16.681460622310542,24.981163944532696,1.44256685277738,0.023860790734826314,0.393267640769779,0.01544897949924926
Hermetia,main,Orujo90,Orujo90,7,1,orujo,90,none,none,12.528128039175778,0.4610238828642954,10.817841387295141,0.13248012115637783,19.978772798718733,0.23034957687295465,10.484394090050833,0.3789359096193328,46.190863684759506,0.055289552126338605,0.2712252389277013,1.158098699236731,1.8468354344871905,2.0398412954319354,0.08361655724894325,0.5935743644571156,0.039074318144666956,,48.849999999999994,4.070833333333333,,,562.0,,27.992592815001228,23.99864413790341,8.93356093412766,17.18189550783221,21.893306605135493,2.0398412954319354,0.08361655724894325,0.5935743644571156,0.039074318144666956
Hermetia,main,Orujo90,Orujo90,7,2,orujo,90,none,none,12.528128039175778,0.4610238828642954,10.817841387295141,0.13248012115637783,19.978772798718733,0.23034957687295465,10.484394090050833,0.3789359096193328,46.190863684759506,0.055289552126338605,0.2712252389277013,1.158098699236731,1.8468354344871905,2.0398412954319354,0.08361655724894325,0.5935743644571156,0.039074318144666956,2.154320525060912,61.099999999999994,5.091666666666666,37.43522888081926,3.119602406734938,881.5,2846.174745533054,23.674781663935857,20.888504447497024,14.827687440153587,15.998139734403196,24.610886714010334,2.0398412954319354,0.08361655724894325,0.5935743644571156,0.039074318144666956
Hermetia,main,Orujo90,Orujo90,7,3,orujo,90,none,none,12.528128039175778,0.4610238828642954,10.817841387295141,0.13248012115637783,19.978772798718733,0.23034957687295465,10.484394090050833,0.3789359096193328,46.190863684759506,0.055289552126338605,0.2712252389277013,1.158098699236731,1.8468354344871905,2.0398412954319354,0.08361655724894325,0.5935743644571156,0.039074318144666956,2.386545776054789,44.02,3.6683333333333334,34.17535581765221,2.847946318137684,743.0,2997.042074601092,27.973257819002836,17.70075496996515,9.30707870296599,17.79073698462641,27.228171523439613,2.0398412954319354,0.08361655724894325,0.5935743644571156,0.039074318144666956
Hermetia,main,Quinoa15,Quinoa15,8,1,quinoa,15,none,none,16.372396813089125,0.19357041016836002,2.7162493247866437,0.07826325788917662,2.3546437760590138,0.02970867167406732,19.60330538727266,0.10579398189637042,58.95340469879255,0.2560574427115493,0.2777175787681768,6.027575106484433,0.8668732117380155,0.19513629634798557,0.007401343975655329,0.29082811000000003,0.018116390493569078,1.7533593873743007,98.97,8.2475,66.25657165684234,5.521380971403528,1791.0,1518.0291422556268,32.25326659440655,9.547257855452363,6.725185737922125,23.193777538388254,28.28051227383071,0.19513629634798557,0.007401343975655329,0.29082811000000003,0.018116390493569078
Hermetia,main,Quinoa15,Quinoa15,8,2,quinoa,15,none,none,16.372396813089125,0.19357041016836002,2.7162493247866437,0.07826325788917662,2.3546437760590138,0.02970867167406732,19.60330538727266,0.10579398189637042,58.95340469879255,0.2560574427115493,0.2777175787681768,6.027575106484433,0.8668732117380155,0.19513629634798557,0.007401343975655329,0.29082811000000003,0.018116390493569078,1.8913503529701754,145.6,12.133333333333333,64.95174493944415,5.412645411620346,1632.7,1573.430030993215,30.29567215292689,9.304694189759127,6.424487700154761,25.69842888219744,28.27671707496178,0.19513629634798557,0.007401343975655329,0.29082811000000003,0.018116390493569078
Hermetia,main,Quinoa15,Quinoa15,8,3,quinoa,15,none,none,16.372396813089125,0.19357041016836002,2.7162493247866437,0.07826325788917662,2.3546437760590138,0.02970867167406732,19.60330538727266,0.10579398189637042,58.95340469879255,0.2560574427115493,0.2777175787681768,6.027575106484433,0.8668732117380155,0.19513629634798557,0.007401343975655329,0.29082811000000003,0.018116390493569078,1.6941573378850916,159.43999999999997,13.286666666666664,74.43535284154072,6.202946070128394,2069.5,1151.198850860187,29.752110695615006,5.732331887351035,7.440534012771922,24.262902919088315,32.81212048517372,0.19513629634798557,0.007401343975655329,0.29082811000000003,0.018116390493569078
Hermetia,main,Quinoa30,Quinoa30,9,1,quinoa,30,none,none,15.457510901293055,0.38889854478012975,2.974882865378071,0.10448149945038623,2.5888715478650632,0.18967143603725395,19.04804549849428,0.25483261236258875,59.93068918696952,0.8232696109748683,0.2579231293848347,5.196006565901746,0.870243187721628,0.23647058572218943,0.006192961285752391,0.33983053666666674,0.023434694818868593,1.557088896100936,137.78,11.481666666666667,76.51915515917155,6.376596263264296,2309.0,1059.7867901339416,30.76039775705413,6.035069476765923,6.17891909646108,22.644038707514856,34.38157496220401,0.23647058572218943,0.006192961285752391,0.33983053666666674,0.023434694818868593
Hermetia,main,Quinoa30,Quinoa30,9,2,quinoa,30,none,none,15.457510901293055,0.38889854478012975,2.974882865378071,0.10448149945038623,2.5888715478650632,0.18967143603725395,19.04804549849428,0.25483261236258875,59.93068918696952,0.8232696109748683,0.2579231293848347,5.196006565901746,0.870243187721628,0.23647058572218943,0.006192961285752391,0.33983053666666674,0.023434694818868593,1.5315426037105457,146.31,12.1925,78.16750745865862,6.513958954888218,2391.5,984.0754027254912,29.22593647982689,11.535793558439472,7.2370866257581365,23.90173650678551,28.099446829189986,0.23647058572218943,0.006192961285752391,0.33983053666666674,0.023434694818868593
Hermetia,main,Quinoa30,Quinoa30,9,3,quinoa,30,none,none,15.457510901293055,0.38889854478012975,2.974882865378071,0.10448149945038623,2.5888715478650632,0.18967143603725395,19.04804549849428,0.25483261236258875,59.93068918696952,0.8232696109748683,0.2579231293848347,5.196006565901746,0.870243187721628,0.23647058572218943,0.006192961285752391,0.33983053666666674,0.023434694818868593,1.541016125754813,138.16000000000003,11.513333333333335,78.14461553764873,6.512051294804061,2375.0,984.3797582458872,29.965998391774416,8.545572203563239,8.1051439401244,26.041354182724742,27.341931281813203,0.23647058572218943,0.006192961285752391,0.33983053666666674,0.023434694818868593
Hermetia,main,Quinoa50,Quinoa50,10,1,quinoa,50,none,none,14.960210945658536,0.3310089231700561,3.1382888319975244,0.0393537389293852,3.197361099238897,0.1507983079949651,16.07656084334874,0.06911537208812975,62.62757827975631,0.43687221705300955,0.23887576937481972,4.76699620287542,1.0188230817505006,0.2666803309291842,0.05357740941985548,0.38403531333333335,0.013623404254822159,2.19054849585744,94.99,7.915833333333333,67.64151192709589,5.6367926605913246,1489.0,1464.991006689807,30.811944171324868,15.636117736529773,7.846059436583947,17.52223649961018,28.183642155951233,0.2666803309291842,0.05357740941985548,0.38403531333333335,0.013623404254822159
Hermetia,main,Quinoa50,Quinoa50,10,2,quinoa,50,none,none,14.960210945658536,0.3310089231700561,3.1382888319975244,0.0393537389293852,3.197361099238897,0.1507983079949651,16.07656084334874,0.06911537208812975,62.62757827975631,0.43687221705300955,0.23887576937481972,4.76699620287542,1.0188230817505006,0.2666803309291842,0.05357740941985548,0.38403531333333335,0.013623404254822159,1.8400723286719418,118.51,9.875833333333334,73.65380922681183,6.137817435567652,1900.5,1191.011901929161,28.23608632105669,13.614869152406769,8.836341251396421,19.812691029112106,29.50001224602802,0.2666803309291842,0.05357740941985548,0.38403531333333335,0.013623404254822159
Hermetia,main,Quinoa50,Quinoa50,10,3,quinoa,50,none,none,14.960210945658536,0.3310089231700561,3.1382888319975244,0.0393537389293852,3.197361099238897,0.1507983079949651,16.07656084334874,0.06911537208812975,62.62757827975631,0.43687221705300955,0.23887576937481972,4.76699620287542,1.0188230817505006,0.2666803309291842,0.05357740941985548,0.38403531333333335,0.013623404254822159,2.0541326595251337,121.65,10.137500000000001,73.57825173287013,6.131520977739178,1709.5,1193.8596589006465,30.441941426236617,8.755907309787885,8.708584582109756,25.29188607952028,26.801680602345456,0.2666803309291842,0.05357740941985548,0.38403531333333335,0.013623404254822159
